Array size;100;200;300;400;500;600;700;800;900;1000;1100;1200;1300;1400;1500;1600;1700;1800;1900;2000;2100;2200;2300;2400;2500;2600;2700;2800;2900;3000;3100;3200;3300;3400;3500;3600;3700;3800;3900;4000;4100
radixSort - ../arrays/4100-0-5.txt;1458.20;1800.10;2283.30;2758.40;3237.50;3716.80;4196.00;4671.10;5137.60;5625.10;6141.70;6562.80;7037.70;7533.30;8029.10;8483.40;8958.30;9429.20;9904.10;10408.50;10870.80;11312.50;11833.50;12912.40;12770.80;13304.00;15425.10;14246.00;14725.00;15208.00;15654.40;16104.30;16650.00;17091.70;17570.80;18037.40;18525.40;18979.20;19416.40;19958.40;25128.90
radixSort - ../arrays/4100-0-4000.txt;2687.60;3529.20;4466.80;5383.20;6329.20;7258.30;8187.80;9116.70;10054.30;11033.50;11924.90;12916.80;13841.40;14708.40;15637.50;16583.10;17512.50;19066.70;19421.10;20316.70;21249.90;22187.30;23141.60;24062.80;25000.10;26316.40;26858.30;27791.60;28725.00;29641.50;30566.60;31533.20;32446.20;33391.50;34304.30;35254.30;36191.60;37124.90;38079.10;38966.80;40179.20
radixSort - ../arrays/4100-almost-sorted.txt;4095.80;5462.70;6945.70;8391.50;9916.70;11366.70;12849.90;14379.10;15808.20;17278.90;18766.70;20241.80;21708.40;23204.10;24679.50;26433.20;27595.80;29004.40;30449.90;31879.20;33349.90;34737.50;36166.60;37574.90;39041.60;40478.90;41850.00;43283.40;44683.60;48562.60;47566.60;48979.20;50987.50;51775.10;53124.90;54529.30;57262.60;57637.60;58999.80;60091.70;61445.90
radixSort - ../arrays/4100-reversed.txt;2741.80;3674.90;4675.30;5579.10;6516.70;7391.70;8312.50;9170.70;10079.30;10975.10;11908.20;12829.10;13770.90;14708.50;15658.40;16558.40;17496.00;18416.60;19358.30;20283.20;21216.70;22158.30;23445.80;24004.10;24945.90;25883.40;26824.90;27758.20;28691.50;29608.30;30533.20;31483.20;32424.90;33379.00;34287.40;35212.50;36150.10;37103.90;38303.90;38941.50;39862.50
selectionSort - ../arrays/4100-0-5.txt;7800.00;27966.50;60545.70;105758.40;163474.90;233504.10;316204.30;410625.00;517246.00;637050.10;773291.70;913004.10;1071445.90;1240024.90;1420671.00;1617712.60;1825650.20;2042079.20;2271841.70;2516708.50;2770037.50;3042800.00;3321025.00;3614441.70;3923320.90;4234404.30;4569733.20;4912662.50;5268404.00;5638099.80;6018225.00;6411904.20;6812824.90;7230487.70;7665783.00;8100158.40;8557041.50;9026937.50;9507691.90;9993762.70;10500479.20
selectionSort - ../arrays/4100-0-4000.txt;8741.50;31362.60;68562.60;117245.70;175862.60;249337.40;334004.30;433683.40;544333.30;670425.00;805287.50;951479.30;1118033.30;1286574.90;1473316.70;1672804.20;1884516.50;2106141.60;2338112.20;2590850.10;2852475.00;3126487.50;3408183.30;3704904.10;4013625.00;4340329.30;4677454.10;5026191.80;5387466.70;5753899.90;6146791.50;6539745.90;6943096.10;7367191.50;7808612.50;8251037.60;8706337.60;9179095.70;9667158.50;10175949.90;10664424.90
selectionSort - ../arrays/4100-almost-sorted.txt;6937.50;26479.10;58291.70;102562.40;159950.20;229933.20;311221.00;405554.10;510366.60;629029.00;760503.90;903645.60;1061220.80;1228770.90;1411012.60;1602504.10;1809145.80;2030433.30;2259404.10;2498750.00;2755096.00;3021433.20;3305875.00;3593137.50;3900046.00;4218925.10;4547883.40;4891983.30;5245350.00;5608179.10;5992850.30;6385962.40;6786595.80;7204187.40;7637029.10;8070912.60;8523158.10;8992175.00;9471266.70;9963679.30;10468887.70
selectionSort - ../arrays/4100-reversed.txt;8337.40;30846.10;66629.10;116295.80;180491.70;259762.50;350175.00;457416.70;579150.10;712179.20;859575.00;1020195.80;1197479.30;1385550.00;1592525.00;1807700.00;2039195.80;2291146.00;2543379.10;2819450.00;3109237.50;3405275.00;3723175.00;4054287.50;4398704.20;4755687.50;5126166.80;5510958.60;5907546.00;6321533.20;6748437.40;7190016.80;7643425.20;8113666.70;8597516.40;9196233.50;9962512.60;10147220.90;10670770.70;11215429.00;11782145.90
shellSortCr - ../arrays/4100-0-5.txt;2220.90;5654.30;9416.70;13416.60;18379.30;23354.20;26995.90;29908.40;34341.70;39358.30;42583.30;46225.30;48816.40;55804.40;58100.00;65170.70;70179.20;74491.70;79112.40;85720.80;90187.50;97004.10;99345.70;104178.80;108854.10;114462.70;121041.50;126529.10;130858.40;138674.90;143141.80;151191.60;154500.00;158008.30;164946.10;170745.60;171958.30;175054.40;180399.90;184729.10;190775.00
shellSortCr - ../arrays/4100-0-4000.txt;4883.40;12862.40;21562.70;30929.20;43175.00;52671.00;65479.20;77512.50;89466.70;103374.90;117883.40;129987.40;147108.50;160770.90;175820.80;188404.20;203899.80;215608.50;229341.70;245887.80;258450.10;270520.80;287937.60;303162.30;317354.20;334062.70;351720.70;368333.20;385470.60;397837.50;420066.80;428358.20;451766.60;466321.00;482391.80;509862.50;512216.70;530721.10;544704.20;564808.30;581720.60
shellSortCr - ../arrays/4100-almost-sorted.txt;1100.20;2462.50;3904.20;5278.90;7233.40;8312.20;9920.70;11458.50;13174.90;14729.30;16366.70;18254.10;20091.80;22037.50;23950.20;25662.50;27512.70;29312.30;31333.30;33133.40;35045.80;36858.30;38808.30;40570.90;42329.30;44191.70;45933.40;47854.00;49716.60;51712.50;53320.80;55549.90;56991.70;59275.00;60829.20;62904.20;64950.20;66946.00;68987.40;71170.90;73266.60
shellSortCr - ../arrays/4100-reversed.txt;2166.80;6170.70;8025.00;12108.20;16029.30;19345.60;24821.00;26070.90;28358.10;34070.80;41116.80;44062.40;43733.30;46858.30;57062.50;51545.70;70075.20;64833.40;73850.10;68912.60;80737.40;87850.00;87187.40;90171.00;93104.20;94046.00;101770.90;107745.80;118916.40;115866.60;118554.10;135687.70;140687.40;149200.00;133445.90;142420.70;142329.10;138154.00;152116.50;161574.90;155079.50
shellSortSh - ../arrays/4100-0-5.txt;2429.10;5458.40;9016.70;13645.80;15404.00;21091.90;25212.40;32624.90;34112.40;38362.60;43095.80;49875.00;54691.50;56725.10;58683.10;75275.00;71691.90;78954.20;74824.90;84983.30;88758.40;98020.60;98070.70;114987.60;114021.00;117850.10;119175.00;128304.30;128158.30;133733.40;136541.70;167375.00;145745.70;157566.50;151712.40;172429.10;159583.50;170612.50;169754.40;195250.10;215725.00
shellSortSh - ../arrays/4100-0-4000.txt;3029.10;9145.90;16679.40;26650.20;35771.20;44516.70;56329.10;69437.50;76929.10;85237.60;96779.00;108383.40;120724.90;132616.70;138583.30;160770.80;157308.20;185675.00;183720.90;198416.80;213733.40;224262.30;235708.20;251200.00;263162.50;282083.30;293133.30;300237.40;303695.80;315108.30;357958.10;374445.80;354158.30;368695.90;382266.60;421329.00;407500.10;418445.70;425162.40;461708.40;592933.40
shellSortSh - ../arrays/4100-almost-sorted.txt;1483.50;3391.70;6012.50;7700.10;9529.10;13245.70;15366.80;17329.30;19533.30;21629.30;26825.10;29225.20;31691.50;34066.50;38441.70;39024.90;41329.10;43745.70;46537.50;48717.00;56541.50;59058.50;62433.40;64433.20;67300.00;69883.30;72487.60;75479.20;77862.40;80775.20;83545.80;86312.50;88758.40;91429.30;94574.90;98100.00;99408.40;102341.80;104791.60;107853.90;120241.40
shellSortSh - ../arrays/4100-reversed.txt;2187.20;4721.00;8058.40;10829.20;14162.30;17862.80;22083.40;24116.40;27575.20;31983.30;36208.40;39504.10;43645.90;48437.50;52179.30;53558.20;56512.50;60837.00;65887.50;69641.80;74208.10;80050.20;91008.20;86924.70;97166.70;95875.00;101641.60;106637.40;106437.30;115637.40;111449.90;117775.00;130283.50;124750.20;130716.60;133945.90;138662.40;144529.20;146479.20;153629.30;156591.80
stableCountingSort - ../arrays/4100-0-5.txt;612.50;1012.50;1445.60;1883.30;2316.60;2920.90;3204.20;3637.60;4108.50;4508.30;4966.70;5391.70;5837.70;6270.90;6721.00;7166.60;7600.20;8033.20;8466.80;8916.40;9350.10;11029.20;10266.60;10679.20;11116.70;11550.10;11991.70;12445.60;13458.40;13349.80;13991.50;14775.00;14662.60;15066.70;15496.00;15987.40;16387.70;17275.10;17224.90;17695.90;18208.50
stableCountingSort - ../arrays/4100-0-4000.txt;13541.60;12825.40;13837.50;13683.50;14045.80;14483.40;14921.00;15370.70;17662.40;16241.50;16662.40;17075.10;17500.00;17920.90;18383.40;18841.60;19233.40;19650.20;20087.30;20533.30;20966.60;21395.60;21800.20;22333.30;22729.10;23133.40;23558.60;23995.80;24441.90;24858.20;25325.10;25720.90;26750.00;26591.70;27045.90;27516.70;27874.90;28316.70;29337.60;29195.90;29645.60
stableCountingSort - ../arrays/4100-almost-sorted.txt;506750.00;494966.60;513237.50;495237.50;496849.90;496583.30;498129.20;502637.50;499412.50;498975.00;502825.10;501087.40;501291.60;501008.40;502058.30;501237.40;503466.80;502654.10;503333.40;504175.00;504800.00;505737.40;506095.90;511458.40;507391.60;508762.60;508816.80;509400.00;509133.30;510174.80;511916.80;511712.20;511883.50;513245.70;513458.60;515487.40;517545.90;515466.60;516962.50;516991.80;516666.50
stableCountingSort - ../arrays/4100-reversed.txt;12683.10;13087.40;13500.00;13929.20;14337.30;14783.20;15229.10;15637.40;16100.10;16516.60;16991.90;17520.90;17816.70;18241.90;18691.50;19108.40;19541.60;19979.00;20450.20;20896.10;21266.80;21716.60;22129.20;22575.10;23008.30;23446.00;23883.40;24283.40;24724.90;25162.60;25604.00;26212.50;26454.20;26900.20;27308.70;27762.30;28462.30;29220.90;29079.00;29495.90;29920.60
